Survived,Pclass,Age,Sex,Cabin
0,3,-0.43857189832221655,1,115
0,3,1.4083325194459042,1,115
0,2,2.1009216761089493,0,137
0,3,-1.9139198269632332e-16,1,115
1,2,1.8700586238879344,0,115
0,3,-0.9002980027642468,1,115
0,3,-1.9139198269632332e-16,1,144
1,3,-1.9007045623886456,0,115
0,3,-1.9139198269632332e-16,1,115
1,1,1.0235607657442123,0,22
1,3,-1.2850697564659386,0,115
1,1,-0.9772523535045852,0,19
0,1,-0.05380014462052472,1,112
0,3,-1.9139198269632332e-16,1,115
0,3,-0.36161754758187814,1,115
0,3,-0.36161754758187814,1,115
1,3,-0.9002980027642468,0,115
0,3,-1.6698415101676305,1,115
1,3,-2.2085219653499992,1,115
0,1,1.2544238179652274,1,44
0,3,-1.9139198269632332e-16,1,115
0,2,-1.0542067042449235,1,115
0,3,-1.9139198269632332e-16,0,115
0,1,-1.9139198269632332e-16,1,115
0,3,-0.36161754758187814,1,115
0,2,0.7157433627828589,1,115
1,1,1.4852868701862425,0,94
1,3,0.10010855686015202,0,115
0,3,0.02315420611981365,1,115
0,3,0.02315420611981365,0,115
0,2,0.33097160908116713,1,115
1,2,0.10010855686015202,0,115
1,1,-1.4389784579466154,1,47
1,3,-2.253155488779395,1,115
1,3,-0.20770884610120144,1,115
0,3,0.10010855686015202,1,115
0,1,0.7157433627828589,1,11
0,3,-0.9002980027642468,0,115
0,2,0.7157433627828589,1,115
1,1,0.2540172583408288,0,138
0,3,-0.2846631968415398,1,115
0,3,0.7157433627828589,1,115
0,2,0.4079259598215055,1,115
0,3,-1.823750211648307,0,115
0,3,0.06163138148998283,1,115
0,1,-1.9139198269632332e-16,1,16
0,3,-0.515526249062555,0,115
0,2,0.10010855686015202,1,115
0,3,1.0235607657442123,1,115
0,3,-1.5159328086869537,1,115
1,1,1.7161499224072576,0,37
1,3,-0.20770884610120144,1,115
0,1,0.6387890120425206,1,115
1,3,-0.20770884610120144,0,119
0,3,-2.131567614609661,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,-1.9139198269632332e-16,1,115
1,2,-2.2085219653499992,1,115
1,3,-1.9139198269632332e-16,1,115
1,1,2.4856934298106412,0,21
1,3,-1.1311610549852618,0,115
1,2,-2.221604204975857,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,-0.515526249062555,1,115
0,3,-0.9002980027642468,1,115
1,1,0.7157433627828589,0,131
0,3,-0.6694349505432317,1,115
0,3,-1.9139198269632332e-16,1,115
1,3,0.17706290760049037,1,115
1,1,-1.9139198269632332e-16,1,68
0,3,-0.7463893012835701,1,115
0,2,-1.0542067042449235,1,115
1,1,0.02315420611981365,0,115
0,3,0.36944878445133633,1,115
0,3,-0.9772523535045852,1,115
0,3,0.946606415003874,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.4079259598215055,1,115
0,2,-0.1307544953608631,1,115
1,1,-1.9139198269632332e-16,0,86
0,3,-1.977658913128984,1,115
0,3,3.4091456386947017,1,115
0,3,-1.592887159427292,0,115
1,1,-1.0542067042449235,0,99
0,2,1.1005151164845508,0,115
1,3,-0.9002980027642468,0,115
1,1,1.177469467224889,0,115
1,1,1.6391955716669193,1,120
1,3,-0.43857189832221655,0,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.8696520642635356,1,115
0,2,-0.6694349505432317,1,115
1,1,1.4083325194459042,0,94
0,3,-1.9139198269632332e-16,0,115
0,2,-0.43857189832221655,1,115
1,2,0.946606415003874,0,115
1,2,-0.20770884610120144,0,115
0,1,0.10010855686015202,1,6
0,3,-1.9139198269632332e-16,1,115
1,3,-1.977658913128984,1,115
0,3,-0.2846631968415398,1,115
1,1,1.331378168705566,0,102
0,1,0.2540172583408288,1,34
0,3,1.331378168705566,1,115
1,2,-0.1307544953608631,0,115
1,3,-1.1311610549852618,0,115
0,3,-0.7463893012835701,1,115
0,3,-0.8233436520239084,1,115
0,3,-1.9139198269632332e-16,1,115
1,1,2.023967325368611,0,70
1,2,-0.36161754758187814,0,115
0,3,0.2540172583408288,1,115
0,3,-0.5924805998028934,0,115
0,2,-0.1307544953608631,1,115
0,3,-0.36161754758187814,1,115
0,3,0.7157433627828589,0,115
0,2,-0.20770884610120144,1,115
1,1,-0.8233436520239084,0,30
0,3,-1.9139198269632332e-16,0,115
1,1,-0.2846631968415398,1,60
0,3,0.17706290760049037,1,115
